sample_index,time_s,label,fault_detail,aceleracao_x_mancal_a,aceleracao_y_mancal_a,aceleracao_x_mancal_b,aceleracao_y_mancal_b,temperatura_mancal_a,temperatura_mancal_b,corrente_fase_u,corrente_fase_v,corrente_fase_w
480,0.01876165875285661,desgaste_rolamento,BPFI_03,-1000,-732,-3307,4393,28587,30279,3211,18243,-20690
481,0.018800721252856614,desgaste_rolamento,BPFI_03,-2264,-297,-1181,2944,28587,30279,2944,18266,-20072
482,0.018839783752856613,desgaste_rolamento,BPFI_03,-4686,2397,-924,2820,28587,30279,4282,17337,-21365
483,0.018878846252856612,desgaste_rolamento,BPFI_03,-3031,-1157,-1434,-4446,28587,30279,5619,17204,-22665
484,0.01891790875285661,desgaste_rolamento,BPFI_03,-879,-1499,587,-3489,28587,30279,4683,17951,-22247
485,0.018956971252856614,desgaste_rolamento,BPFI_03,-3352,1807,456,3325,28587,30279,3349,18019,-20826
486,0.018996033752856613,desgaste_rolamento,BPFI_03,526,-1520,1339,657,28587,30279,4656,17188,-21521
487,0.019035096252856612,desgaste_rolamento,BPFI_03,4514,-2400,1386,3144,28587,30279,6279,16479,-22707
488,0.01907415875285661,desgaste_rolamento,BPFI_03,3753,408,-755,-304,28587,30279,6082,16622,-22458
489,0.01911322125285661,desgaste_rolamento,BPFI_03,4891,-974,334,-12173,28587,30279,4702,17052,-21466
490,0.019152283752856613,desgaste_rolamento,BPFI_03,4695,-1294,-102,-8165,28587,30279,5501,16603,-22033
491,0.019191346252856612,desgaste_rolamento,BPFI_03,-1118,1698,262,-625,28587,30279,7301,16030,-23224
492,0.01923040875285661,desgaste_rolamento,BPFI_03,-1438,234,4158,889,28587,30279,7491,15869,-23361
493,0.01926947125285661,desgaste_rolamento,BPFI_03,-3065,-845,3973,5021,28587,30279,5691,15819,-21581
494,0.019308533752856613,desgaste_rolamento,BPFI_03,-4715,1027,1932,1957,28587,30279,5510,15446,-20772
495,0.019347596252856612,desgaste_rolamento,BPFI_03,-2773,-61,4977,-3529,28587,30279,7299,15029,-22047
496,0.01938665875285661,desgaste_rolamento,BPFI_03,-29,-753,2349,1526,28587,30279,8396,14575,-23147
497,0.01942572125285661,desgaste_rolamento,BPFI_03,481,1494,-985,2224,28587,30279,9528,14971,-22593
498,0.019464783752856613,desgaste_rolamento,BPFI_03,2708,1301,-2511,2818,28587,30279,9503,15439,-22085
499,0.019503846252856612,desgaste_rolamento,BPFI_03,3618,-76,-4958,7375,28587,30279,9000,14888,-23585
500,0.01954290875285661,desgaste_rolamento,BPFI_03,1846,1387,-5758,3443,28587,30279,10174,13977,-23996
501,0.01958197125285661,desgaste_rolamento,BPFI_03,973,1025,-5242,1363,28587,30279,9006,14050,-22893
502,0.019621033752856613,desgaste_rolamento,BPFI_03,2338,-1397,-5889,162,28587,30279,6852,13941,-21481
503,0.019660096252856613,desgaste_rolamento,BPFI_03,-68,-238,-2521,-4896,28587,30279,7503,12765,-21242
504,0.01969915875285661,desgaste_rolamento,BPFI_03,-1565,639,-924,-1995,28587,30279,9693,12610,-22237
505,0.01973822125285661,desgaste_rolamento,BPFI_03,-1001,-1626,795,-1113,28587,30279,10070,12896,-22630
506,0.019777283752856614,desgaste_rolamento,BPFI_03,-2936,-830,5117,-5315,28587,30279,9448,13500,-22605
507,0.019816346252856613,desgaste_rolamento,BPFI_03,-5032,842,5767,-307,28587,30279,10519,13216,-23683
508,0.019855408752856612,desgaste_rolamento,BPFI_03,-2326,-1076,5684,-1128,28587,30279,12300,12312,-24983
509,0.01989447125285661,desgaste_rolamento,BPFI_03,-63,-1022,6830,-4303,28587,30279,12303,11734,-24227
510,0.019933533752856614,desgaste_rolamento,BPFI_03,152,981,2173,49,28587,30279,10469,11836,-21957
511,0.019972596252856613,desgaste_rolamento,BPFI_03,3258,98,-650,-778,28587,30279,9727,11278,-20777
512,0.020011658752856612,desgaste_rolamento,BPFI_03,4989,-844,-2733,-922,28587,30279,10959,10538,-21177
513,0.02005072125285661,desgaste_rolamento,BPFI_03,2655,368,-5126,4203,28587,30279,12809,10218,-22742
514,0.02008978375285661,desgaste_rolamento,BPFI_03,924,70,-5096,2249,28587,30279,12990,11011,-22933
515,0.020128846252856613,desgaste_rolamento,BPFI_03,288,-880,-4271,1514,28587,30279,12609,11805,-23213
516,0.020167908752856612,desgaste_rolamento,BPFI_03,-1220,-73,-1949,1280,28587,30279,14221,11249,-25383
517,0.02020697125285661,desgaste_rolamento,BPFI_03,-1350,492,971,-973,28587,30279,14983,10171,-25215
518,0.02024603375285661,desgaste_rolamento,BPFI_03,-54,-20,1298,1486,28587,30279,13340,9870,-23185
519,0.020285096252856613,desgaste_rolamento,BPFI_03,-76,444,2147,3420,28587,30279,11775,9920,-21493
520,0.020324158752856612,desgaste_rolamento,BPFI_03,-971,1057,3641,2291,28587,30279,12069,8597,-20399
521,0.02036322125285661,desgaste_rolamento,BPFI_03,-1677,889,1693,6276,28587,30279,13520,8078,-21347
522,0.02040228375285661,desgaste_rolamento,BPFI_03,-1323,239,1135,2552,28587,30279,14209,8497,-22488
523,0.020441346252856613,desgaste_rolamento,BPFI_03,-856,117,-218,-2295,28587,30279,14007,9238,-23229
524,0.020480408752856612,desgaste_rolamento,BPFI_03,-609,315,-1953,358,28587,30279,15323,9409,-24755
525,0.02051947125285661,desgaste_rolamento,BPFI_03,672,-385,-1221,-377,28587,30279,16576,8573,-25272
526,0.02055853375285661,desgaste_rolamento,BPFI_03,1543,-1063,-519,-1676,28587,30279,16257,7510,-23390
527,0.020597596252856613,desgaste_rolamento,BPFI_03,-277,-595,-998,-3229,28587,30279,14893,7438,-21611
528,0.020636658752856613,desgaste_rolamento,BPFI_03,-1212,-628,689,-8635,28587,30279,13832,6850,-20326
529,0.02067572125285661,desgaste_rolamento,BPFI_03,-621,-1119,1338,-8091,28587,30279,14589,5799,-19915
530,0.02071478375285661,desgaste_rolamento,BPFI_03,-1220,-316,2557,-3324,28587,30279,16305,5511,-21368
531,0.020753846252856614,desgaste_rolamento,BPFI_03,-820,409,3756,123,28587,30279,16562,6082,-22388
532,0.020792908752856613,desgaste_rolamento,BPFI_03,1410,82,920,4632,28587,30279,16572,6930,-23336
533,0.020831971252856612,desgaste_rolamento,BPFI_03,2208,322,1043,3810,28587,30279,18072,6478,-24503
534,0.02087103375285661,desgaste_rolamento,BPFI_03,1121,910,667,1101,28587,30279,18440,5028,-23485
535,0.020910096252856614,desgaste_rolamento,BPFI_03,1667,415,-3803,2677,28587,30279,17191,4734,-22020
536,0.020949158752856613,desgaste_rolamento,BPFI_03,1711,-106,-5695,3357,28587,30279,16057,4990,-21032
537,0.020988221252856612,desgaste_rolamento,BPFI_03,345,324,-4905,4115,28587,30279,16173,3610,-19562
538,0.02102728375285661,desgaste_rolamento,BPFI_03,-130,552,-4344,3425,28587,30279,17309,2700,-19641
539,0.02106634625285661,desgaste_rolamento,BPFI_03,474,-166,-2964,624,28587,30279,18128,3147,-21054
540,0.021105408752856613,desgaste_rolamento,BPFI_03,-760,126,661,-2938,28587,30279,17949,4214,-22137
541,0.021144471252856612,desgaste_rolamento,BPFI_03,-1998,677,3079,-4411,28587,30279,19232,4594,-23143
542,0.02118353375285661,desgaste_rolamento,BPFI_03,-1835,192,5091,-2564,28587,30279,20274,3350,-22823
543,0.02122259625285661,desgaste_rolamento,BPFI_03,-852,-375,4824,1395,28587,30279,19845,2090,-21356
544,0.021261658752856613,desgaste_rolamento,BPFI_03,-1807,156,4076,-991,28587,30279,18692,2489,-20617
545,0.021300721252856612,desgaste_rolamento,BPFI_03,-1333,283,1783,-2589,28587,30279,17853,2156,-19823
546,0.02133978375285661,desgaste_rolamento,BPFI_03,740,-470,-477,514,28587,30279,18415,322,-18562
547,0.02137884625285661,desgaste_rolamento,BPFI_03,1207,-879,-1349,-3710,28587,30279,19763,-489,-19216
548,0.021417908752856613,desgaste_rolamento,BPFI_03,736,-499,-3060,-4165,28587,30279,19647,971,-20626
549,0.021456971252856612,desgaste_rolamento,BPFI_03,1341,-762,-4077,917,28587,30279,19458,2404,-21848
550,0.02149603375285661,desgaste_rolamento,BPFI_03,1364,-1104,-2386,-1453,28587,30279,20928,1418,-22265
551,0.02153509625285661,desgaste_rolamento,BPFI_03,193,-200,-1683,-272,28587,30279,21125,-293,-20609
552,0.021574158752856613,desgaste_rolamento,BPFI_03,-611,670,-2760,3542,28587,30279,20413,-401,-19925
553,0.021613221252856613,desgaste_rolamento,BPFI_03,519,-14,-1121,-1762,28587,30279,19356,219,-19527
554,0.02165228375285661,desgaste_rolamento,BPFI_03,695,-17,976,-330,28587,30279,19504,-795,-18472
555,0.02169134625285661,desgaste_rolamento,BPFI_03,-705,837,2011,4226,28587,30279,20063,-2449,-17978
556,0.021730408752856614,desgaste_rolamento,BPFI_03,229,11,3316,2356,28587,30279,20458,-2361,-18732
557,0.021769471252856613,desgaste_rolamento,BPFI_03,1073,-551,2298,5483,28587,30279,20482,-427,-20038
558,0.021808533752856612,desgaste_rolamento,BPFI_03,-1374,920,778,5491,28587,30279,20738,-268,-20506
559,0.02184759625285661,desgaste_rolamento,BPFI_03,-853,866,885,-248,28587,30279,21419,-1977,-19671
560,0.021886658752856614,desgaste_rolamento,BPFI_03,603,-277,294,2795,28587,30279,21931,-2828,-18558
561,0.021925721252856613,desgaste_rolamento,BPFI_03,-938,672,350,613,28587,30279,19317,-541,-20232
562,0.021964783752856612,desgaste_rolamento,BPFI_03,-1522,722,1679,-3279,28587,30279,18279,-330,-20292
563,0.02200384625285661,desgaste_rolamento,BPFI_03,246,-733,1055,1944,28587,30279,20891,-3554,-17407
564,0.02204290875285661,desgaste_rolamento,BPFI_03,-704,-354,2040,-974,28587,30279,22041,-4725,-17255
565,0.022081971252856613,desgaste_rolamento,BPFI_03,-3153,494,1779,-4499,28587,30279,21656,-3574,-18045
566,0.022121033752856612,desgaste_rolamento,BPFI_03,-2016,-562,-877,-58,28587,30279,20845,-2194,-18737
567,0.02216009625285661,desgaste_rolamento,BPFI_03,-5267,-1548,-731,-3829,28587,30279,21747,-3355,-18466
568,0.02219915875285661,desgaste_rolamento,BPFI_03,982,-820,-380,-5523,28587,30279,22609,-5086,-17523
569,0.022238221252856613,desgaste_rolamento,BPFI_03,10698,2171,-3454,-1293,28587,30279,22360,-5048,-17467
570,0.022277283752856612,desgaste_rolamento,BPFI_03,5052,1411,-3926,-3741,28587,30279,21361,-3851,-17780
571,0.02231634625285661,desgaste_rolamento,BPFI_03,9216,111,-3344,1319,28587,30279,21689,-4457,-17218
572,0.02235540875285661,desgaste_rolamento,BPFI_03,1458,-917,-2476,4734,28587,30279,22762,-6177,-16393
573,0.022394471252856613,desgaste_rolamento,BPFI_03,-5578,-2277,-906,-428,28587,30279,22945,-6530,-16362
574,0.022433533752856612,desgaste_rolamento,BPFI_03,-2400,-2263,-1094,871,28587,30279,22299,-4640,-16604
575,0.02247259625285661,desgaste_rolamento,BPFI_03,-5098,794,-153,-374,28587,30279,22268,-4564,-16469
576,0.02251165875285661,desgaste_rolamento,BPFI_03,-3355,723,6633,-3364,28587,30279,23087,-6892,-16166
577,0.022550721252856613,desgaste_rolamento,BPFI_03,-1890,276,4103,7368,28585,30272,23982,-8137,-15710
578,0.022589783752856613,desgaste_rolamento,BPFI_03,-4630,1339,-2469,6660,28584,30265,23193,-6730,-16251
579,0.02262884625285661,desgaste_rolamento,BPFI_03,-2462,1458,2299,-5503,28584,30265,22550,-6087,-16595
580,0.02266790875285661,desgaste_rolamento,BPFI_03,-2292,-1514,662,-2095,28584,30265,23830,-8212,-15859
581,0.022706971252856614,desgaste_rolamento,BPFI_03,2992,2376,-4123,-1055,28584,30265,24510,-9830,-15100
582,0.022746033752856613,desgaste_rolamento,BPFI_03,3834,3002,-190,1455,28584,30265,23463,-8736,-15127
583,0.022785096252856612,desgaste_rolamento,BPFI_03,5802,-317,-1820,5295,28584,30265,21952,-6920,-15224
584,0.02282415875285661,desgaste_rolamento,BPFI_03,6602,-369,-4694,324,28584,30265,22201,-7923,-14475
585,0.022863221252856614,desgaste_rolamento,BPFI_03,438,-299,5,-3251,28584,30265,23550,-9718,-13904
586,0.022902283752856613,desgaste_rolamento,BPFI_03,-3281,-4068,2862,-3985,28584,30265,23786,-9812,-14157
587,0.022941346252856612,desgaste_rolamento,BPFI_03,-1515,-2140,1735,-5681,28584,30265,23362,-8868,-14765
588,0.02298040875285661,desgaste_rolamento,BPFI_03,-4053,-50,2939,3759,28584,30265,24127,-9685,-14518
589,0.02301947125285661,desgaste_rolamento,BPFI_03,-3688,-505,3994,4884,28584,30265,25576,-11601,-13972
590,0.023058533752856613,desgaste_rolamento,BPFI_03,1345,1207,3953,-3106,28584,30265,24787,-11666,-13313
591,0.023097596252856612,desgaste_rolamento,BPFI_03,1908,1516,1069,5366,28584,30265,22311,-9449,-13109
592,0.02313665875285661,desgaste_rolamento,BPFI_03,1765,-63,1251,-233,28584,30265,21520,-8831,-12864
593,0.02317572125285661,desgaste_rolamento,BPFI_03,2448,-261,-956,-6047,28584,30265,22330,-10412,-12113
594,0.023214783752856613,desgaste_rolamento,BPFI_03,2790,49,-5213,5826,28584,30265,23762,-12295,-11582
595,0.023253846252856612,desgaste_rolamento,BPFI_03,176,-446,-3974,1678,28584,30265,23753,-11379,-12304
596,0.02329290875285661,desgaste_rolamento,BPFI_03,-268,474,-2145,-120,28584,30265,23765,-10778,-13016
597,0.02333197125285661,desgaste_rolamento,BPFI_03,-2021,536,-3748,7188,28584,30265,25457,-13261,-12401
598,0.023371033752856613,desgaste_rolamento,BPFI_03,-1378,-355,2255,-5418,28584,30265,25304,-14063,-11170
599,0.023410096252856612,desgaste_rolamento,BPFI_03,-3404,-939,688,-6158,28584,30265,23526,-12422,-10837
600,0.02344915875285661,desgaste_rolamento,BPFI_03,-3952,1152,448,3126,28584,30265,21665,-10803,-10924
601,0.02348822125285661,desgaste_rolamento,BPFI_03,-1478,-156,6273,-4083,28584,30265,21121,-11356,-10078
602,0.023527283752856613,desgaste_rolamento,BPFI_03,-1720,328,218,5386,28584,30265,22528,-12987,-9622
603,0.023566346252856613,desgaste_rolamento,BPFI_03,-1283,2721,1642,8382,28584,30265,23438,-13501,-9866
604,0.02360540875285661,desgaste_rolamento,BPFI_03,3439,890,4483,-1603,28584,30265,23775,-13174,-10762
605,0.02364447125285661,desgaste_rolamento,BPFI_03,3843,-1179,-2160,-400,28584,30265,25000,-14277,-10978
606,0.023683533752856614,desgaste_rolamento,BPFI_03,3284,83,-1987,-1940,28584,30265,25643,-15694,-10196
607,0.023722596252856613,desgaste_rolamento,BPFI_03,3822,-1924,-1125,-6366,28584,30265,23922,-15411,-9191
608,0.023761658752856612,desgaste_rolamento,BPFI_03,1547,-2017,-5097,-5191,28584,30265,22094,-13644,-9106
609,0.02380072125285661,desgaste_rolamento,BPFI_03,-71,108,-4946,-1255,28584,30265,20747,-12484,-8491
610,0.023839783752856614,desgaste_rolamento,BPFI_03,-1729,-92,-3367,-1354,28584,30265,20814,-13420,-7522
611,0.023878846252856613,desgaste_rolamento,BPFI_03,-981,22,-1217,-5081,28584,30265,22637,-15283,-7398
612,0.023917908752856612,desgaste_rolamento,BPFI_03,-1403,604,387,-2433,28584,30265,23157,-14900,-8416
613,0.02395697125285661,desgaste_rolamento,BPFI_03,-1709,635,1386,1141,28584,30265,23906,-14808,-9394
614,0.023996033752856614,desgaste_rolamento,BPFI_03,111,-124,4567,303,28584,30265,25461,-16952,-8938
615,0.024035096252856613,desgaste_rolamento,BPFI_03,13,-376,5346,4757,28584,30265,24452,-17305,-7575
616,0.024074158752856612,desgaste_rolamento,BPFI_03,-1280,865,2869,9307,28584,30265,22626,-15752,-7010
617,0.02411322125285661,desgaste_rolamento,BPFI_03,-3,921,4629,4588,28584,30265,21473,-14536,-7019
618,0.02415228375285661,desgaste_rolamento,BPFI_03,1026,-597,3465,2812,28584,30265,20673,-14622,-5651
619,0.024191346252856613,desgaste_rolamento,BPFI_03,1273,239,-1095,3998,28584,30265,21305,-15840,-4949
620,0.024230408752856612,desgaste_rolamento,BPFI_03,827,-1,-1853,-3989,28584,30265,22267,-16764,-5598
621,0.02426947125285661,desgaste_rolamento,BPFI_03,828,-615,-4088,-3274,28584,30265,23065,-16699,-6693
622,0.02430853375285661,desgaste_rolamento,BPFI_03,42,-103,-5560,-1772,28584,30265,24638,-17842,-7178
623,0.024347596252856613,desgaste_rolamento,BPFI_03,-2661,960,-3921,-7043,28584,30265,24329,-18726,-5987
624,0.024386658752856612,desgaste_rolamento,BPFI_03,-2213,623,-3212,-1968,28584,30265,22048,-18380,-4002
625,0.02442572125285661,desgaste_rolamento,BPFI_03,-237,-136,-369,2151,28584,30265,21213,-17087,-4284
626,0.02446478375285661,desgaste_rolamento,BPFI_03,-802,-6,3205,-436,28584,30265,20517,-16201,-4489
627,0.024503846252856613,desgaste_rolamento,BPFI_03,652,50,3205,5877,28584,30265,19890,-17039,-3024
628,0.024542908752856613,desgaste_rolamento,BPFI_03,2129,-1374,5699,1454,28584,30265,20826,-18508,-2491
629,0.02458197125285661,desgaste_rolamento,BPFI_03,707,-771,5672,-4034,28584,30265,21663,-18366,-3749
630,0.02462103375285661,desgaste_rolamento,BPFI_03,1334,-10,278,4461,28584,30265,22690,-18326,-4900
631,0.024660096252856614,desgaste_rolamento,BPFI_03,649,-652,901,522,28584,30265,23148,-19563,-3835
632,0.024699158752856613,desgaste_rolamento,BPFI_03,-128,-590,-1699,-271,28584,30265,21723,-19854,-2083
633,0.024738221252856612,desgaste_rolamento,BPFI_03,350,-13,-5377,3782,28584,30265,20846,-19221,-1936
634,0.02477728375285661,desgaste_rolamento,BPFI_03,-1056,166,-3133,-6305,28584,30265,20314,-18321,-2384
635,0.024816346252856614,desgaste_rolamento,BPFI_03,-837,246,-2635,-6772,28584,30265,19349,-18430,-1312
636,0.024855408752856613,desgaste_rolamento,BPFI_03,-21,560,-3182,1751,28584,30265,19281,-19364,-137
637,0.024894471252856612,desgaste_rolamento,BPFI_03,-1993,1133,1273,-2166,28584,30265,20280,-20175,-329
638,0.02493353375285661,desgaste_rolamento,BPFI_03,-981,892,2931,5342,28584,30265,21350,-19995,-1821
639,0.024972596252856614,desgaste_rolamento,BPFI_03,-19,-77,2175,9223,28584,30265,21782,-20143,-2118
640,0.025011658752856613,desgaste_rolamento,BPFI_03,367,288,3543,-3884,28584,30265,21046,-20688,-577
641,0.025050721252856612,desgaste_rolamento,BPFI_03,750,43,926,259,28584,30265,19786,-21054,942
642,0.02508978375285661,desgaste_rolamento,BPFI_03,868,-471,-1152,1969,28584,30265,19486,-20170,55
643,0.02512884625285661,desgaste_rolamento,BPFI_03,1572,-257,-1264,-3952,28584,30265,19231,-19369,-329
644,0.025167908752856613,desgaste_rolamento,BPFI_03,391,367,-4030,2501,28584,30265,18228,-20060,1608
645,0.025206971252856612,desgaste_rolamento,BPFI_03,-284,-77,-3918,-1922,28584,30265,18454,-21322,2515
646,0.02524603375285661,desgaste_rolamento,BPFI_03,1232,-668,-1550,-9616,28584,30265,19473,-21184,1153
647,0.02528509625285661,desgaste_rolamento,BPFI_03,-568,-338,-1349,-2121,28584,30265,20258,-20618,-68
648,0.025324158752856613,desgaste_rolamento,BPFI_03,-1090,-121,1001,-2839,28584,30265,19977,-21346,1061
649,0.025363221252856612,desgaste_rolamento,BPFI_03,1183,-980,3802,-1759,28584,30265,18781,-22003,2863
650,0.02540228375285661,desgaste_rolamento,BPFI_03,87,-128,2200,6843,28584,30265,18546,-21759,2942
651,0.02544134625285661,desgaste_rolamento,BPFI_03,-52,535,3421,1872,28584,30265,18642,-20945,2017
652,0.025480408752856613,desgaste_rolamento,BPFI_03,730,-187,3306,-1521,28584,30265,18044,-21207,2701
653,0.025519471252856613,desgaste_rolamento,BPFI_03,467,-299,-82,924,28584,30265,17238,-22093,4417
654,0.02555853375285661,desgaste_rolamento,BPFI_03,-1106,658,-1946,-3141,28584,30265,17720,-22667,4650
655,0.02559759625285661,desgaste_rolamento,BPFI_03,-58,-198,-1827,2239,28584,30265,19014,-22365,2546
656,0.025636658752856614,desgaste_rolamento,BPFI_03,-321,-184,-1955,3766,28584,30265,18813,-22221,2341
657,0.025675721252856613,desgaste_rolamento,BPFI_03,407,-178,-715,-449,28584,30265,17816,-22952,4540
658,0.025714783752856612,desgaste_rolamento,BPFI_03,-2407,1034,-1280,6732,28584,30265,17142,-23771,5670
659,0.02575384625285661,desgaste_rolamento,BPFI_03,2866,-1573,739,1561,28584,30265,17500,-22932,4313
660,0.025792908752856614,desgaste_rolamento,BPFI_03,-910,-209,3007,-4902,28584,30265,17742,-22169,3840
661,0.025831971252856613,desgaste_rolamento,BPFI_03,11523,-7797,-549,4548,28584,30265,16984,-23108,5755
662,0.025871033752856612,desgaste_rolamento,BPFI_03,-11089,9008,1241,-2238,28584,30265,16300,-24194,7613
663,0.02591009625285661,desgaste_rolamento,BPFI_03,-19054,18654,2161,-5467,28584,30265,16739,-23823,6757
664,0.025949158752856614,desgaste_rolamento,BPFI_03,25736,-17152,-2052,5047,28584,30265,17180,-22557,5130
665,0.025988221252856613,desgaste_rolamento,BPFI_03,-3734,2769,-1729,-677,28584,30265,16524,-22871,6146
666,0.026027283752856612,desgaste_rolamento,BPFI_03,-28109,17403,-894,-655,28584,30265,15812,-24157,8016
667,0.02606634625285661,desgaste_rolamento,BPFI_03,20326,-23812,-2627,4617,28584,30265,15863,-24264,8101
668,0.02610540875285661,desgaste_rolamento,BPFI_03,4857,-10467,980,-3827,28584,30265,16373,-23454,6838
669,0.026144471252856613,desgaste_rolamento,BPFI_03,-19556,15051,1673,-4027,28584,30265,16102,-23855,7349
670,0.026183533752856612,desgaste_rolamento,BPFI_03,10520,-9431,-328,-2289,28584,30265,15426,-25164,9297
671,0.02622259625285661,desgaste_rolamento,BPFI_03,15559,-7427,1326,-2320,28584,30265,15122,-25279,9867
672,0.02626165875285661,desgaste_rolamento,BPFI_03,-13676,14443,2284,6032,28584,30265,15202,-23825,7793
673,0.026300721252856613,desgaste_rolamento,BPFI_03,6930,-2494,924,1736,28584,30265,14926,-22845,7010
674,0.026339783752856612,desgaste_rolamento,BPFI_03,11173,-7812,-1408,-6124,28584,30265,14298,-23441,8747
675,0.02637884625285661,desgaste_rolamento,BPFI_03,-6850,11437,-2926,-3670,28584,30265,13743,-24714,10606
676,0.02641790875285661,desgaste_rolamento,BPFI_03,-4567,6065,-2344,-5524,28584,30265,14321,-24421,9526
677,0.026456971252856613,desgaste_rolamento,BPFI_03,6791,-3472,763,7783,28584,30265,14857,-24141,8662
678,0.026496033752856613,desgaste_rolamento,BPFI_03,-10122,5534,-296,18287,28584,30265,14331,-25396,10654
679,0.02653509625285661,desgaste_rolamento,BPFI_03,-3535,-590,978,-457,28584,30265,13564,-26096,12288
680,0.02657415875285661,desgaste_rolamento,BPFI_03,1168,-10588,-149,-2620,28584,30265,13551,-25106,11059
681,0.026613221252856614,desgaste_rolamento,BPFI_03,-2752,-1635,1099,2224,28584,30265,13398,-22931,8816
682,0.026652283752856613,desgaste_rolamento,BPFI_03,1035,-791,1786,-7715,28584,30265,12651,-22443,9277
683,0.026691346252856612,desgaste_rolamento,BPFI_03,7251,-3872,-4250,3585,28584,30265,12145,-23778,11143
684,0.02673040875285661,desgaste_rolamento,BPFI_03,-2260,6549,-1480,10964,28584,30265,12182,-24524,11764
685,0.026769471252856614,desgaste_rolamento,BPFI_03,3625,4558,-3020,-4164,28584,30265,12930,-24510,11155
686,0.026808533752856613,desgaste_rolamento,BPFI_03,4455,-3502,-6187,-9225,28584,30265,12955,-25317,11969
687,0.026847596252856612,desgaste_rolamento,BPFI_03,-7274,2876,-512,-9353,28584,30265,12417,-27039,14186
688,0.02688665875285661,desgaste_rolamento,BPFI_03,-4754,1849,1788,-12119,28584,30265,11900,-26089,14505
689,0.026925721252856614,desgaste_rolamento,BPFI_03,6884,-7571,2268,-2912,28584,30265,11880,-23856,12034
690,0.026964783752856613,desgaste_rolamento,BPFI_03,-6131,1545,8933,4320,28584,30265,11218,-22336,10397
691,0.027003846252856612,desgaste_rolamento,BPFI_03,-4833,4510,10125,1478,28584,30265,10306,-22437,11451
692,0.02704290875285661,desgaste_rolamento,BPFI_03,9153,-6675,2952,-279,28584,30265,10090,-24168,13465
693,0.02708197125285661,desgaste_rolamento,BPFI_03,-273,-2221,5364,-1465,28584,30265,10934,-24400,13001
694,0.027121033752856613,desgaste_rolamento,BPFI_03,-6910,6573,-27,-1500,28584,30265,11611,-24844,12793
695,0.027160096252856612,desgaste_rolamento,BPFI_03,9569,-3404,-7717,573,28584,30265,11228,-26703,15007
696,0.02719915875285661,desgaste_rolamento,BPFI_03,6124,-2220,-6749,9396,28584,30265,10145,-26501,15809
697,0.02723822125285661,desgaste_rolamento,BPFI_03,-5198,8703,-8110,13120,28584,30265,9804,-24688,14313
698,0.027277283752856613,desgaste_rolamento,BPFI_03,1177,2415,-7415,7572,28584,30265,9810,-23084,12737
699,0.027316346252856612,desgaste_rolamento,BPFI_03,4744,-5740,-3813,10121,28584,30265,8632,-22178,12403
700,0.02735540875285661,desgaste_rolamento,BPFI_03,-7904,1821,-672,1867,28584,30265,7987,-22776,13612
701,0.02739447125285661,desgaste_rolamento,BPFI_03,-8941,2001,4679,-14177,28584,30265,8339,-23806,14763
702,0.027433533752856613,desgaste_rolamento,BPFI_03,3805,-6605,8331,-5162,28584,30265,9201,-24367,14622
703,0.027472596252856613,desgaste_rolamento,BPFI_03,1402,-1430,8516,-2825,28584,30265,9550,-25596,15548
704,0.02751165875285661,desgaste_rolamento,BPFI_03,-7982,7324,7924,-9843,28584,30265,8694,-26124,16886
705,0.02755072125285661,desgaste_rolamento,BPFI_03,3049,-518,2574,4105,28584,30265,7176,-24531,16826
706,0.027589783752856614,desgaste_rolamento,BPFI_03,6448,-3867,-2296,1583,28584,30265,7268,-23313,15084
707,0.027628846252856613,desgaste_rolamento,BPFI_03,-7108,5187,-3582,-7548,28584,30265,7289,-22302,14039
708,0.027667908752856612,desgaste_rolamento,BPFI_03,-1996,906,-8818,2558,28584,30265,6140,-21589,14828
709,0.02770697125285661,desgaste_rolamento,BPFI_03,9006,-7782,-6189,-2763,28584,30265,5710,-22559,16360
710,0.027746033752856614,desgaste_rolamento,BPFI_03,-105,407,-4456,770,28584,30265,6723,-23255,16285
711,0.027785096252856613,desgaste_rolamento,BPFI_03,-4470,3405,-2480,12877,28584,30265,7500,-24210,16365
712,0.027824158752856612,desgaste_rolamento,BPFI_03,6400,-5736,4620,-507,28584,30265,6872,-25267,17959
713,0.02786322125285661,desgaste_rolamento,BPFI_03,2796,-2092,4306,-1492,28584,30265,5517,-24337,18409
714,0.027902283752856614,desgaste_rolamento,BPFI_03,-7332,4676,2727,3112,28584,30265,5143,-23122,17491
715,0.027941346252856613,desgaste_rolamento,BPFI_03,729,-1048,8191,-12913,28584,30265,5378,-22320,16440
716,0.027980408752856612,desgaste_rolamento,BPFI_03,7349,-2327,2858,679,28584,30265,4393,-21232,16354
717,0.02801947125285661,desgaste_rolamento,BPFI_03,-2400,5399,-4479,12896,28584,30265,3274,-21166,17352
718,0.02805853375285661,desgaste_rolamento,BPFI_03,-1369,3743,629,-2171,28584,30265,3148,-22319,18426
719,0.028097596252856613,desgaste_rolamento,BPFI_03,6569,-1966,-4448,7945,28584,30265,4292,-23251,18246
720,0.028136658752856612,desgaste_rolamento,BPFI_03,-1321,1000,-6310,5514,28584,30265,4663,-23857,18825
721,0.02817572125285661,desgaste_rolamento,BPFI_03,-7613,2619,823,-12044,28584,30265,3391,-23499,19876
722,0.02821478375285661,desgaste_rolamento,BPFI_03,186,-3164,-699,1941,28584,30265,1785,-22274,20101
